Activity Period,Operating Airline,Operating Airline IATA Code,Published Airline,Published Airline IATA Code,GEO Summary,GEO Region,Activity Type Code,Price Category Code,Terminal,Boarding Area,Passenger Count,Adjusted Activity Type Code,Adjusted Passenger Count,Year,Month
201212,All Nippon Airways,NH,All Nippon Airways,NH,International,Asia,Enplaned,Other,International,G,7117,Enplaned,7117,2012,December
201212,American Airlines,AA,American Airlines,AA,Domestic,US,Deplaned,Other,Terminal 2,D,118746,Deplaned,118746,2012,December
201212,American Airlines,AA,American Airlines,AA,Domestic,US,Enplaned,Other,Terminal 2,D,121352,Enplaned,121352,2012,December
201212,Asiana Airlines,OZ,Asiana Airlines,OZ,International,Asia,Deplaned,Other,International,A,7795,Deplaned,7795,2012,December
201212,Asiana Airlines,OZ,Asiana Airlines,OZ,International,Asia,Enplaned,Other,International,A,7904,Enplaned,7904,2012,December
201212,British Airways,BA,British Airways,BA,International,Europe,Deplaned,Other,International,A,12962,Deplaned,12962,2012,December
201212,British Airways,BA,British Airways,BA,International,Europe,Enplaned,Other,International,A,13220,Enplaned,13220,2012,December
201212,Cathay Pacific,CX,Cathay Pacific,CX,International,Asia,Deplaned,Other,International,A,17936,Deplaned,17936,2012,December
201212,Cathay Pacific,CX,Cathay Pacific,CX,International,Asia,Enplaned,Other,International,A,19318,Enplaned,19318,2012,December
201212,China Airlines,CI,China Airlines,CI,International,Asia,Deplaned,Other,International,A,9162,Deplaned,9162,2012,December
201212,China Airlines,CI,China Airlines,CI,International,Asia,Enplaned,Other,International,A,10269,Enplaned,10269,2012,December
201212,Delta Air Lines,DL,Delta Air Lines,DL,Domestic,US,Deplaned,Other,Terminal 1,C,100403,Deplaned,100403,2012,December
201212,Delta Air Lines,DL,Delta Air Lines,DL,Domestic,US,Enplaned,Other,Terminal 1,C,99972,Enplaned,99972,2012,December
201212,Delta Air Lines,DL,Delta Air Lines,DL,International,Asia,Deplaned,Other,International,A,4469,Deplaned,4469,2012,December
201212,Delta Air Lines,DL,Delta Air Lines,DL,International,Asia,Enplaned,Other,International,A,4482,Enplaned,4482,2012,December
201212,EVA Airways,BR,EVA Airways,BR,International,Asia,Deplaned,Other,International,G,13130,Deplaned,13130,2012,December
201212,EVA Airways,BR,EVA Airways,BR,International,Asia,Enplaned,Other,International,G,14110,Enplaned,14110,2012,December
201212,Emirates ,EK,Emirates ,EK,International,Middle East,Deplaned,Other,International,A,9968,Deplaned,9968,2012,December
201212,Emirates ,EK,Emirates ,EK,International,Middle East,Enplaned,Other,International,A,10548,Enplaned,10548,2012,December
201212,Frontier Airlines,F9,Frontier Airlines,F9,Domestic,US,Deplaned,Low Fare,Terminal 1,C,15836,Deplaned,15836,2012,December
201212,Frontier Airlines,F9,Frontier Airlines,F9,Domestic,US,Enplaned,Low Fare,Terminal 1,C,16137,Enplaned,16137,2012,December
201212,Hawaiian Airlines,HA,Hawaiian Airlines,HA,Domestic,US,Deplaned,Other,International,A,8002,Deplaned,8002,2012,December
201212,Hawaiian Airlines,HA,Hawaiian Airlines,HA,Domestic,US,Enplaned,Other,International,A,8496,Enplaned,8496,2012,December
201212,Horizon Air ,QX,Alaska Airlines,AS,Domestic,US,Deplaned,Other,Terminal 1,B,5538,Deplaned,5538,2012,December
201212,Horizon Air ,QX,Alaska Airlines,AS,Domestic,US,Enplaned,Other,Terminal 1,B,5882,Enplaned,5882,2012,December
201212,Japan Airlines,JL,Japan Airlines,JL,International,Asia,Deplaned,Other,International,A,5695,Deplaned,5695,2012,December
201212,Japan Airlines,JL,Japan Airlines,JL,International,Asia,Enplaned,Other,International,A,5976,Enplaned,5976,2012,December
201212,JetBlue Airways ,B6,JetBlue Airways ,B6,Domestic,US,Deplaned,Low Fare,International,A,41541,Deplaned,41541,2012,December
201212,JetBlue Airways ,B6,JetBlue Airways ,B6,Domestic,US,Enplaned,Low Fare,International,A,44155,Enplaned,44155,2012,December
201212,KLM Royal Dutch Airlines,KL,KLM Royal Dutch Airlines,KL,International,Europe,Deplaned,Other,International,A,5937,Deplaned,5937,2012,December
201212,KLM Royal Dutch Airlines,KL,KLM Royal Dutch Airlines,KL,International,Europe,Enplaned,Other,International,A,5914,Enplaned,5914,2012,December
201212,Korean Air Lines,KE,Korean Air Lines,KE,International,Asia,Deplaned,Other,International,A,6258,Deplaned,6258,2012,December
201212,Korean Air Lines,KE,Korean Air Lines,KE,International,Asia,Enplaned,Other,International,A,6712,Enplaned,6712,2012,December
201212,LAN Peru,LP,LAN Peru,LP,International,South America,Deplaned,Other,International,A,2336,Deplaned,2336,2012,December
201212,LAN Peru,LP,LAN Peru,LP,International,South America,Enplaned,Other,International,A,2473,Enplaned,2473,2012,December
201212,Lufthansa German Airlines,LH,Lufthansa German Airlines,LH,International,Europe,Deplaned,Other,International,G,17116,Deplaned,17116,2012,December
201212,Lufthansa German Airlines,LH,Lufthansa German Airlines,LH,International,Europe,Enplaned,Other,International,G,17092,Enplaned,17092,2012,December
201212,Philippine Airlines,PR,Philippine Airlines,PR,International,Asia,Deplaned,Other,International,A,7241,Deplaned,7241,2012,December
201212,Philippine Airlines,PR,Philippine Airlines,PR,International,Asia,Enplaned,Other,International,A,10351,Enplaned,10351,2012,December
201212,Servisair,,Servisair,,Domestic,US,Deplaned,Low Fare,International,A,57,Deplaned,57,2012,December
201212,Servisair,,Servisair,,Domestic,US,Enplaned,Low Fare,International,A,57,Enplaned,57,2012,December
201212,Singapore Airlines,SQ,Singapore Airlines,SQ,International,Asia,Deplaned,Other,International,G,15176,Deplaned,15176,2012,December
201212,Singapore Airlines,SQ,Singapore Airlines,SQ,International,Asia,Enplaned,Other,International,G,16721,Enplaned,16721,2012,December
201212,SkyWest Airlines,OO,United Airlines - Pre 07/01/2013,UA,Domestic,US,Deplaned,Other,Terminal 1,B,92805,Deplaned,92805,2012,December
201212,SkyWest Airlines,OO,United Airlines - Pre 07/01/2013,UA,Domestic,US,Enplaned,Other,Terminal 1,B,92359,Enplaned,92359,2012,December
201212,SkyWest Airlines,OO,Delta Air Lines,DL,Domestic,US,Deplaned,Other,Terminal 1,C,18873,Deplaned,18873,2012,December
201212,SkyWest Airlines,OO,Delta Air Lines,DL,Domestic,US,Enplaned,Other,Terminal 1,C,20372,Enplaned,20372,2012,December
201212,SkyWest Airlines,OO,United Airlines - Pre 07/01/2013,UA,Domestic,US,Deplaned,Other,Terminal 3,F,45990,Deplaned,45990,2012,December
201212,SkyWest Airlines,OO,United Airlines - Pre 07/01/2013,UA,Domestic,US,Enplaned,Other,Terminal 3,F,47524,Enplaned,47524,2012,December
201212,SkyWest Airlines,OO,United Airlines - Pre 07/01/2013,UA,International,Canada,Deplaned,Other,International,G,1919,Deplaned,1919,2012,December
201212,SkyWest Airlines,OO,United Airlines - Pre 07/01/2013,UA,International,Canada,Deplaned,Other,Terminal 1,B,638,Deplaned,638,2012,December
201212,SkyWest Airlines,OO,United Airlines - Pre 07/01/2013,UA,International,Canada,Enplaned,Other,Terminal 1,B,2674,Enplaned,2674,2012,December
201212,SkyWest Airlines,OO,United Airlines - Pre 07/01/2013,UA,International,Canada,Deplaned,Other,Terminal 3,F,8045,Deplaned,8045,2012,December
201212,SkyWest Airlines,OO,United Airlines - Pre 07/01/2013,UA,International,Canada,Enplaned,Other,Terminal 3,F,7452,Enplaned,7452,2012,December
201212,Southwest Airlines,WN,Southwest Airlines,WN,Domestic,US,Deplaned,Low Fare,Terminal 1,B,125538,Deplaned,125538,2012,December
201212,Southwest Airlines,WN,Southwest Airlines,WN,Domestic,US,Enplaned,Low Fare,Terminal 1,B,130020,Enplaned,130020,2012,December
201212,Southwest Airlines,WN,Southwest Airlines,WN,Domestic,US,Thru / Transit,Low Fare,Terminal 1,B,444,Thru / Transit * 2,888,2012,December
201212,Sun Country Airlines,SY,Sun Country Airlines,SY,Domestic,US,Deplaned,Low Fare,International,A,4461,Deplaned,4461,2012,December
201212,Sun Country Airlines,SY,Sun Country Airlines,SY,Domestic,US,Enplaned,Low Fare,International,A,4646,Enplaned,4646,2012,December
201212,Swiss International,LX,Swiss International,LX,International,Europe,Deplaned,Other,International,G,5467,Deplaned,5467,2012,December
201212,Swiss International,LX,Swiss International,LX,International,Europe,Enplaned,Other,International,G,5429,Enplaned,5429,2012,December
201212,TACA,TA,TACA,TA,International,Central America,Deplaned,Other,International,A,5618,Deplaned,5618,2012,December
201212,TACA,TA,TACA,TA,International,Central America,Enplaned,Other,International,A,7142,Enplaned,7142,2012,December
201212,US Airways,US ,US Airways,US ,Domestic,US,Deplaned,Other,Terminal 1,B,64984,Deplaned,64984,2012,December
201212,US Airways,US ,US Airways,US ,Domestic,US,Enplaned,Other,Terminal 1,B,65706,Enplaned,65706,2012,December
201212,United Airlines,UA,United Airlines,UA,Domestic,US,Deplaned,Other,Terminal 3,F,217757,Deplaned,217757,2012,December
201212,United Airlines,UA,United Airlines,UA,Domestic,US,Enplaned,Other,Terminal 3,F,228472,Enplaned,228472,2012,December
201212,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,Domestic,US,Deplaned,Other,International,G,28914,Deplaned,28914,2012,December
201212,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,Domestic,US,Enplaned,Other,International,G,31345,Enplaned,31345,2012,December
201212,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,Domestic,US,Deplaned,Other,Terminal 3,F,255511,Deplaned,255511,2012,December
201212,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,Domestic,US,Enplaned,Other,Terminal 3,F,261365,Enplaned,261365,2012,December
201212,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,Domestic,US,Thru / Transit,Other,Terminal 3,F,5283,Thru / Transit * 2,10566,2012,December
201212,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,International,Asia,Deplaned,Other,International,G,64190,Deplaned,64190,2012,December
201212,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,International,Asia,Enplaned,Other,International,G,65614,Enplaned,65614,2012,December
201212,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,International,Australia / Oceania,Deplaned,Other,International,G,10010,Deplaned,10010,2012,December
201212,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,International,Australia / Oceania,Enplaned,Other,International,G,9497,Enplaned,9497,2012,December
201212,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,International,Canada,Deplaned,Other,Terminal 3,F,12968,Deplaned,12968,2012,December
201212,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,International,Canada,Enplaned,Other,Terminal 3,F,12689,Enplaned,12689,2012,December
201212,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,International,Europe,Deplaned,Other,International,G,18874,Deplaned,18874,2012,December
201212,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,International,Europe,Enplaned,Other,International,G,18654,Enplaned,18654,2012,December
201212,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,International,Mexico,Deplaned,Other,International,G,20655,Deplaned,20655,2012,December
201212,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,International,Mexico,Enplaned,Other,International,G,23072,Enplaned,23072,2012,December
201212,Virgin America,VX,Virgin America,VX,Domestic,US,Deplaned,Low Fare,Terminal 2,D,144908,Deplaned,144908,2012,December
201212,Virgin America,VX,Virgin America,VX,Domestic,US,Enplaned,Low Fare,Terminal 2,D,148546,Enplaned,148546,2012,December
201212,Virgin America,VX,Virgin America,VX,International,Mexico,Deplaned,Low Fare,International,A,5163,Deplaned,5163,2012,December
201212,Virgin America,VX,Virgin America,VX,International,Mexico,Enplaned,Low Fare,Terminal 2,D,9168,Enplaned,9168,2012,December
201212,Virgin Atlantic,VS,Virgin Atlantic,VS,International,Europe,Deplaned,Other,International,A,7800,Deplaned,7800,2012,December
201212,Virgin Atlantic,VS,Virgin Atlantic,VS,International,Europe,Enplaned,Other,International,A,8882,Enplaned,8882,2012,December
201301,Aeromexico,AM,Aeromexico,AM,International,Mexico,Deplaned,Other,International,A,3954,Deplaned,3954,2013,January
201301,Aeromexico,AM,Aeromexico,AM,International,Mexico,Enplaned,Other,International,A,3501,Enplaned,3501,2013,January
201301,Air Canada ,AC,Air Canada ,AC,International,Canada,Deplaned,Other,International,A,10636,Deplaned,10636,2013,January
201301,Air Canada ,AC,Air Canada ,AC,International,Canada,Enplaned,Other,International,A,9473,Enplaned,9473,2013,January
201301,Air Canada ,AC,Air Canada ,AC,International,Canada,Deplaned,Other,International,G,7091,Deplaned,7091,2013,January
201301,Air Canada ,AC,Air Canada ,AC,International,Canada,Enplaned,Other,International,G,6316,Enplaned,6316,2013,January
201301,Air China,CA,Air China,CA,International,Asia,Deplaned,Other,International,G,7541,Deplaned,7541,2013,January
201301,Air China,CA,Air China,CA,International,Asia,Enplaned,Other,International,G,7105,Enplaned,7105,2013,January
201301,Air France,AF,Air France,AF,International,Europe,Deplaned,Other,International,A,7673,Deplaned,7673,2013,January
201301,Air France,AF,Air France,AF,International,Europe,Enplaned,Other,International,A,6842,Enplaned,6842,2013,January
201301,Air New Zealand,NZ,Air New Zealand,NZ,International,Australia / Oceania,Deplaned,Other,International,G,11087,Deplaned,11087,2013,January
201301,Air New Zealand,NZ,Air New Zealand,NZ,International,Australia / Oceania,Enplaned,Other,International,G,10184,Enplaned,10184,2013,January
201301,AirTran Airways,FL,AirTran Airways,FL,Domestic,US,Deplaned,Low Fare,Terminal 1,B,6615,Deplaned,6615,2013,January
201301,AirTran Airways,FL,AirTran Airways,FL,Domestic,US,Enplaned,Low Fare,Terminal 1,B,5932,Enplaned,5932,2013,January
201301,Alaska Airlines,AS,Alaska Airlines,AS,Domestic,US,Deplaned,Other,International,A,1707,Deplaned,1707,2013,January
201301,Alaska Airlines,AS,Alaska Airlines,AS,Domestic,US,Enplaned,Other,International,A,6691,Enplaned,6691,2013,January
201301,Alaska Airlines,AS,Alaska Airlines,AS,Domestic,US,Deplaned,Other,Terminal 1,B,32910,Deplaned,32910,2013,January
201301,Alaska Airlines,AS,Alaska Airlines,AS,Domestic,US,Enplaned,Other,Terminal 1,B,27748,Enplaned,27748,2013,January
201301,Alaska Airlines,AS,Alaska Airlines,AS,International,Mexico,Deplaned,Other,International,A,6505,Deplaned,6505,2013,January
201301,Alaska Airlines,AS,Alaska Airlines,AS,International,Mexico,Enplaned,Other,Terminal 1,B,5618,Enplaned,5618,2013,January
201301,All Nippon Airways,NH,All Nippon Airways,NH,International,Asia,Deplaned,Other,International,G,7415,Deplaned,7415,2013,January
201301,All Nippon Airways,NH,All Nippon Airways,NH,International,Asia,Enplaned,Other,International,G,6707,Enplaned,6707,2013,January
201301,American Airlines,AA,American Airlines,AA,Domestic,US,Deplaned,Other,Terminal 2,D,114363,Deplaned,114363,2013,January
201301,American Airlines,AA,American Airlines,AA,Domestic,US,Enplaned,Other,Terminal 2,D,107507,Enplaned,107507,2013,January
201301,Asiana Airlines,OZ,Asiana Airlines,OZ,International,Asia,Deplaned,Other,International,A,8615,Deplaned,8615,2013,January
201301,Asiana Airlines,OZ,Asiana Airlines,OZ,International,Asia,Enplaned,Other,International,A,7553,Enplaned,7553,2013,January
201301,British Airways,BA,British Airways,BA,International,Europe,Deplaned,Other,International,A,17498,Deplaned,17498,2013,January
201301,British Airways,BA,British Airways,BA,International,Europe,Enplaned,Other,International,A,16410,Enplaned,16410,2013,January
201301,Cathay Pacific,CX,Cathay Pacific,CX,International,Asia,Deplaned,Other,International,A,19550,Deplaned,19550,2013,January
201301,Cathay Pacific,CX,Cathay Pacific,CX,International,Asia,Enplaned,Other,International,A,16124,Enplaned,16124,2013,January
201301,China Airlines,CI,China Airlines,CI,International,Asia,Deplaned,Other,International,A,10132,Deplaned,10132,2013,January
201301,China Airlines,CI,China Airlines,CI,International,Asia,Enplaned,Other,International,A,10451,Enplaned,10451,2013,January
201301,Delta Air Lines,DL,Delta Air Lines,DL,Domestic,US,Deplaned,Other,Terminal 1,C,90319,Deplaned,90319,2013,January
201301,Delta Air Lines,DL,Delta Air Lines,DL,Domestic,US,Enplaned,Other,Terminal 1,C,87618,Enplaned,87618,2013,January
201301,Delta Air Lines,DL,Delta Air Lines,DL,International,Asia,Deplaned,Other,International,A,4294,Deplaned,4294,2013,January
201301,Delta Air Lines,DL,Delta Air Lines,DL,International,Asia,Enplaned,Other,International,A,3631,Enplaned,3631,2013,January
201301,EVA Airways,BR,EVA Airways,BR,International,Asia,Deplaned,Other,International,G,14419,Deplaned,14419,2013,January
201301,EVA Airways,BR,EVA Airways,BR,International,Asia,Enplaned,Other,International,G,13467,Enplaned,13467,2013,January
201301,Emirates ,EK,Emirates ,EK,International,Middle East,Deplaned,Other,International,A,10452,Deplaned,10452,2013,January
201301,Emirates ,EK,Emirates ,EK,International,Middle East,Enplaned,Other,International,A,9506,Enplaned,9506,2013,January
201301,Frontier Airlines,F9,Frontier Airlines,F9,Domestic,US,Deplaned,Low Fare,Terminal 1,C,14712,Deplaned,14712,2013,January
201301,Frontier Airlines,F9,Frontier Airlines,F9,Domestic,US,Enplaned,Low Fare,Terminal 1,C,14297,Enplaned,14297,2013,January
201301,Hawaiian Airlines,HA,Hawaiian Airlines,HA,Domestic,US,Deplaned,Other,International,A,8458,Deplaned,8458,2013,January
201301,Hawaiian Airlines,HA,Hawaiian Airlines,HA,Domestic,US,Enplaned,Other,International,A,8110,Enplaned,8110,2013,January
201301,Horizon Air ,QX,Alaska Airlines,AS,Domestic,US,Deplaned,Other,Terminal 1,B,5147,Deplaned,5147,2013,January
201301,Horizon Air ,QX,Alaska Airlines,AS,Domestic,US,Enplaned,Other,Terminal 1,B,5183,Enplaned,5183,2013,January
201301,Japan Airlines,JL,Japan Airlines,JL,International,Asia,Deplaned,Other,International,A,6430,Deplaned,6430,2013,January
201301,Japan Airlines,JL,Japan Airlines,JL,International,Asia,Enplaned,Other,International,A,5085,Enplaned,5085,2013,January
201301,JetBlue Airways ,B6,JetBlue Airways ,B6,Domestic,US,Deplaned,Low Fare,International,A,40582,Deplaned,40582,2013,January
201301,JetBlue Airways ,B6,JetBlue Airways ,B6,Domestic,US,Enplaned,Low Fare,International,A,41686,Enplaned,41686,2013,January
201301,KLM Royal Dutch Airlines,KL,KLM Royal Dutch Airlines,KL,International,Europe,Deplaned,Other,International,A,5558,Deplaned,5558,2013,January
201301,KLM Royal Dutch Airlines,KL,KLM Royal Dutch Airlines,KL,International,Europe,Enplaned,Other,International,A,4954,Enplaned,4954,2013,January
201301,Korean Air Lines,KE,Korean Air Lines,KE,International,Asia,Deplaned,Other,International,A,7046,Deplaned,7046,2013,January
201301,Korean Air Lines,KE,Korean Air Lines,KE,International,Asia,Enplaned,Other,International,A,6342,Enplaned,6342,2013,January
201301,LAN Peru,LP,LAN Peru,LP,International,South America,Deplaned,Other,International,A,2297,Deplaned,2297,2013,January
201301,LAN Peru,LP,LAN Peru,LP,International,South America,Enplaned,Other,International,A,1623,Enplaned,1623,2013,January
201301,Lufthansa German Airlines,LH,Lufthansa German Airlines,LH,International,Europe,Deplaned,Other,International,G,18215,Deplaned,18215,2013,January
201301,Lufthansa German Airlines,LH,Lufthansa German Airlines,LH,International,Europe,Enplaned,Other,International,G,16917,Enplaned,16917,2013,January
201301,Philippine Airlines,PR,Philippine Airlines,PR,International,Asia,Deplaned,Other,International,A,10473,Deplaned,10473,2013,January
201301,Philippine Airlines,PR,Philippine Airlines,PR,International,Asia,Enplaned,Other,International,A,9274,Enplaned,9274,2013,January
201301,Singapore Airlines,SQ,Singapore Airlines,SQ,International,Asia,Deplaned,Other,International,G,20256,Deplaned,20256,2013,January
201301,Singapore Airlines,SQ,Singapore Airlines,SQ,International,Asia,Enplaned,Other,International,G,19668,Enplaned,19668,2013,January
201301,SkyWest Airlines,OO,United Airlines - Pre 07/01/2013,UA,Domestic,US,Deplaned,Other,Terminal 1,B,90329,Deplaned,90329,2013,January
201301,SkyWest Airlines,OO,United Airlines - Pre 07/01/2013,UA,Domestic,US,Enplaned,Other,Terminal 1,B,88680,Enplaned,88680,2013,January
201301,SkyWest Airlines,OO,Delta Air Lines,DL,Domestic,US,Deplaned,Other,Terminal 1,C,19993,Deplaned,19993,2013,January
201301,SkyWest Airlines,OO,Delta Air Lines,DL,Domestic,US,Enplaned,Other,Terminal 1,C,17989,Enplaned,17989,2013,January
201301,SkyWest Airlines,OO,United Airlines - Pre 07/01/2013,UA,Domestic,US,Deplaned,Other,Terminal 3,F,44442,Deplaned,44442,2013,January
201301,SkyWest Airlines,OO,United Airlines - Pre 07/01/2013,UA,Domestic,US,Enplaned,Other,Terminal 3,F,43376,Enplaned,43376,2013,January
201301,SkyWest Airlines,OO,United Airlines - Pre 07/01/2013,UA,International,Canada,Deplaned,Other,International,G,1247,Deplaned,1247,2013,January
201301,SkyWest Airlines,OO,United Airlines - Pre 07/01/2013,UA,International,Canada,Deplaned,Other,Terminal 1,B,1218,Deplaned,1218,2013,January
201301,SkyWest Airlines,OO,United Airlines - Pre 07/01/2013,UA,International,Canada,Enplaned,Other,Terminal 1,B,2682,Enplaned,2682,2013,January
201301,SkyWest Airlines,OO,United Airlines - Pre 07/01/2013,UA,International,Canada,Deplaned,Other,Terminal 3,F,6930,Deplaned,6930,2013,January
201301,SkyWest Airlines,OO,United Airlines - Pre 07/01/2013,UA,International,Canada,Enplaned,Other,Terminal 3,F,6610,Enplaned,6610,2013,January
201301,Southwest Airlines,WN,Southwest Airlines,WN,Domestic,US,Deplaned,Low Fare,Terminal 1,B,115483,Deplaned,115483,2013,January
201301,Southwest Airlines,WN,Southwest Airlines,WN,Domestic,US,Enplaned,Low Fare,Terminal 1,B,107538,Enplaned,107538,2013,January
201301,Southwest Airlines,WN,Southwest Airlines,WN,Domestic,US,Thru / Transit,Low Fare,Terminal 1,B,236,Thru / Transit * 2,472,2013,January
201301,Sun Country Airlines,SY,Sun Country Airlines,SY,Domestic,US,Deplaned,Low Fare,International,A,2976,Deplaned,2976,2013,January
201301,Sun Country Airlines,SY,Sun Country Airlines,SY,Domestic,US,Enplaned,Low Fare,International,A,2738,Enplaned,2738,2013,January
201301,Swiss International,LX,Swiss International,LX,International,Europe,Deplaned,Other,International,G,6317,Deplaned,6317,2013,January
201301,Swiss International,LX,Swiss International,LX,International,Europe,Enplaned,Other,International,G,5362,Enplaned,5362,2013,January
201301,TACA,TA,TACA,TA,International,Central America,Deplaned,Other,International,A,6454,Deplaned,6454,2013,January
201301,TACA,TA,TACA,TA,International,Central America,Enplaned,Other,International,A,6100,Enplaned,6100,2013,January
201301,US Airways,US ,US Airways,US ,Domestic,US,Deplaned,Other,Terminal 1,B,60721,Deplaned,60721,2013,January
201301,US Airways,US ,US Airways,US ,Domestic,US,Enplaned,Other,Terminal 1,B,57361,Enplaned,57361,2013,January
201301,United Airlines,UA,United Airlines,UA,Domestic,US,Deplaned,Other,Terminal 3,F,209609,Deplaned,209609,2013,January
201301,United Airlines,UA,United Airlines,UA,Domestic,US,Enplaned,Other,Terminal 3,F,202631,Enplaned,202631,2013,January
201301,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,Domestic,US,Deplaned,Other,International,G,28887,Deplaned,28887,2013,January
201301,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,Domestic,US,Enplaned,Other,International,G,28797,Enplaned,28797,2013,January
201301,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,Domestic,US,Deplaned,Other,Terminal 3,F,254542,Deplaned,254542,2013,January
201301,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,Domestic,US,Enplaned,Other,Terminal 3,F,244962,Enplaned,244962,2013,January
201301,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,Domestic,US,Thru / Transit,Other,Terminal 3,F,4483,Thru / Transit * 2,8966,2013,January
201301,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,International,Asia,Deplaned,Other,International,G,57447,Deplaned,57447,2013,January
201301,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,International,Asia,Enplaned,Other,International,G,50771,Enplaned,50771,2013,January
201301,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,International,Australia / Oceania,Deplaned,Other,International,G,9134,Deplaned,9134,2013,January
201301,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,International,Australia / Oceania,Enplaned,Other,International,G,11038,Enplaned,11038,2013,January
201301,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,International,Canada,Deplaned,Other,Terminal 3,F,10777,Deplaned,10777,2013,January
201301,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,International,Canada,Enplaned,Other,Terminal 3,F,11185,Enplaned,11185,2013,January
201301,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,International,Europe,Deplaned,Other,International,G,16282,Deplaned,16282,2013,January
201301,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,International,Europe,Enplaned,Other,International,G,15570,Enplaned,15570,2013,January
201301,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,International,Mexico,Deplaned,Other,International,G,22212,Deplaned,22212,2013,January
201301,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,International,Mexico,Enplaned,Other,International,G,19856,Enplaned,19856,2013,January
201301,Virgin America,VX,Virgin America,VX,Domestic,US,Deplaned,Low Fare,Terminal 2,D,129889,Deplaned,129889,2013,January
201301,Virgin America,VX,Virgin America,VX,Domestic,US,Enplaned,Low Fare,Terminal 2,D,122512,Enplaned,122512,2013,January
201301,Virgin America,VX,Virgin America,VX,International,Mexico,Deplaned,Low Fare,International,A,5516,Deplaned,5516,2013,January
201301,Virgin America,VX,Virgin America,VX,International,Mexico,Enplaned,Low Fare,Terminal 2,D,3360,Enplaned,3360,2013,January
201301,Virgin Atlantic,VS,Virgin Atlantic,VS,International,Europe,Deplaned,Other,International,A,8878,Deplaned,8878,2013,January
201301,Virgin Atlantic,VS,Virgin Atlantic,VS,International,Europe,Enplaned,Other,International,A,8044,Enplaned,8044,2013,January
201302,Aeromexico,AM,Aeromexico,AM,International,Mexico,Deplaned,Other,International,A,2865,Deplaned,2865,2013,February
201302,Aeromexico,AM,Aeromexico,AM,International,Mexico,Enplaned,Other,International,A,2795,Enplaned,2795,2013,February
201302,Air Canada ,AC,Air Canada ,AC,International,Canada,Deplaned,Other,International,A,10102,Deplaned,10102,2013,February
201302,Air Canada ,AC,Air Canada ,AC,International,Canada,Enplaned,Other,International,A,9283,Enplaned,9283,2013,February
201302,Air Canada ,AC,Air Canada ,AC,International,Canada,Deplaned,Other,International,G,6735,Deplaned,6735,2013,February
201302,Air Canada ,AC,Air Canada ,AC,International,Canada,Enplaned,Other,International,G,6190,Enplaned,6190,2013,February
201302,Air China,CA,Air China,CA,International,Asia,Deplaned,Other,International,G,6064,Deplaned,6064,2013,February
201302,Air China,CA,Air China,CA,International,Asia,Enplaned,Other,International,G,6652,Enplaned,6652,2013,February
201302,Air France,AF,Air France,AF,International,Europe,Deplaned,Other,International,A,6358,Deplaned,6358,2013,February
201302,Air France,AF,Air France,AF,International,Europe,Enplaned,Other,International,A,6208,Enplaned,6208,2013,February
201302,Air New Zealand,NZ,Air New Zealand,NZ,International,Australia / Oceania,Deplaned,Other,International,G,7218,Deplaned,7218,2013,February
