V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14,V15,V16,V17,V18,V19,V20,F1,F2,F3,F4,F5,F6
Y21955,1144.4,1242.4,1226.6,1220,1224.4,1350.2,1718.9,2131.9,2235.5,2539.6,3274.2,3880.9,4256.7,5208,4362.1,,,,,,,,,,
Y21956,3952.4,3821.4,4146,4213.7,4736.6,4943.1,5970.7,6641.4,7704,8313.3,9162.8,9587.7,9762.8,9121.3,8054.1,,,,,,,,,,
Y21957,4610,4778.1,5152.6,5838.6,6466.6,6625.9,6988.2,6481,6597.3,7029.6,7726,8053.1,7937.5,9152.7,8904,,,,,,,,,,
Y21958,4940.9,4972.5,5338.1,5441.4,5735.6,6131.8,6457.9,6932.1,7465,7911.5,8528.7,9339,9843.8,9913.6,9854.5,,,,,,,,,,
Y21959,5382.6,5521.4,5801,5889.4,5845.1,5898.8,6109,6546.4,6890.8,7224.1,7856.8,8446.8,8804.1,8921.5,8693.9,,,,,,,,,,
Y21960,8329.2,7814.8,7661.7,8027.2,7437.1,7446.2,8171.7,8755.6,9488.6,10062.3,10602.8,11165.5,11047.9,9464.6,8649.6,,,,,,,,,,
Y21961,6373.1,6347.5,6677.3,6902.3,6993.7,7131.1,7092.9,7581.2,8168.6,8489.6,8684,9610.5,9728.9,9616.9,8192.8,,,,,,,,,,
Y21962,819.75,812.77,870.68,944.76,928.01,885.28,955.96,1093.66,1009,1105.36,1100.93,1132.51,1166.3,1200.16,964.87,,,,,,,,,,
Y21963,7855.2,8026.5,8945.7,8013.6,7163.3,6986.7,7130.8,8057.9,8366.7,9155.6,9420,10838.2,10633.3,10298.2,10075.7,,,,,,,,,,
Y21964,4061.3,4879.9,4999.6,5371.6,5599.6,5212.1,5468.9,5737,6239.4,6744.6,7305.1,7894.3,8936.1,9670.6,9034.2,,,,,,,,,,
Y21965,3002.6,3045.2,3388.3,3734.5,3945.6,3944.5,4217.8,4581.1,5307.7,6078,7973.5,9015.5,9623.2,8703.9,7638.8,,,,,,,,,,
Y21966,3690.3,3831.5,4173.1,4334.3,4647,5070.5,5510.6,6151.8,6693.6,7202.2,7995.5,8672.2,9130.3,9278.5,9771,,,,,,,,,,
Y21967,1470,1490,1540,1630,1630,1680,1820,2020,2340,2620,2770,2750,2960,3370,3570,3710,4190,4720,4300,,,,,,
Y21968,160,170,200,260,270,330,400,470,600,740,840,840,990,1200,1250,1560,1940,2290,1710,,,,,,
Y21969,380,450,480,550,630,730,910,1060,1200,1240,1540,1710,1780,2080,2460,2520,2920,3260,3690,,,,,,
Y21970,120,130,140,140,150,180,190,220,240,240,280,320,350,400,440,450,490,510,560,,,,,,
Y21971,377.5,407.7,436.3,466.2,520.7,572.1,612.9,695.1,750.2,776.9,820.5,923.9,1059.1,1056.5,1096.3,1121.9,1216.8,1287.3,1401.8,,,,,,
Y21972,620,630,640,590,650,650,600,570,840,1000,1100,1240,2140,2110,2730,2620,2770,2840,2910,,,,,,
Y21973,1520,1510,1530,1670,1770,1870,2170,2530,2680,2800,2810,2530,1470,1840,1130,1250,1190,1290,720,,,,,,
Y21974,250,260,290,370,420,530,690,820,1040,1280,1360,1390,1400,1640,1760,1960,2220,2410,1680,,,,,,
Y21975,2380.2,2635.2,2880.6,3213,3100.7,3237,3884.3,4308.5,5022.4,5741.3,6825.1,6733.5,6459.4,6693.4,6732.9,,,,,,,,,,
Y21976,3395.5,3475.6,3695.3,3702,3597.6,3710.6,4633.9,4975.3,5225.5,5223,5805.2,6272.3,6451.2,6870.8,7159.6,,,,,,,,,,
Y21977,1113.6,1286.3,1355.6,1446.8,1475.6,1543.9,1971,2259,2584.4,2756.3,2880.6,3135.4,3643,4128.1,4083.6,,,,,,,,,,
Y21978,3350.9,3856.1,4268.6,4863.2,5237,5387.3,5665.6,5372.1,5419.7,5232.5,5915.8,6171.8,6391,6702.5,6971.2,,,,,,,,,,
Y21979,4445.3,4695.9,5083.9,5322.1,5407.3,5439.4,5670,5758.5,5993.6,6128.3,6259.3,6629,6696.2,6883.5,7121.8,,,,,,,,,,
Y21980,3938.6,4135.2,4241,4316.1,4351.8,4291,4520.6,4965.3,5243.3,5457.1,5880,6371.8,6735.5,7063.9,7084.1,,,,,,,,,,
Y21981,6974.3,6962.5,6677.6,6827.5,6566.2,6573.3,6816.6,7280.3,7805.4,8027.5,8354.2,8807.6,8735.3,8284.3,8036.4,,,,,,,,,,
Y21982,4726.7,5063.5,5194.7,5399.3,5469.9,4980.8,5790.2,6291.6,6857.7,6621.6,6866.4,7341.9,7410.9,7860,7259.7,,,,,,,,,,
Y21983,6449.9,7227.5,7533.3,8892.4,8626.2,7874.3,8690.3,9852.1,8729,9177.2,9526.8,10273.6,10655.5,10333.4,8783.9,,,,,,,,,,
Y21984,3781.1,4464.9,4279.7,5466.5,5081.7,5118.2,4781.9,5634.4,5593.4,6350.2,8475.4,6513.3,7541.1,7852.8,8068.5,,,,,,,,,,
Y21985,6149.7,6455.6,6798.4,6329.2,5815.5,5540.7,5462,6185,6572,7150.7,7110.3,8011.9,7965.9,8023,8049.4,,,,,,,,,,
Y21986,2647.1,3053.8,3370.8,3482.8,3553.9,3190.3,3490.1,3787.1,4056.7,4436.6,4727.6,4994.4,5538.8,6058.9,6579.3,,,,,,,,,,
Y21987,2429.1,2592.1,2795.4,3218.7,3318.7,3002.7,3166.4,3616.5,4068.4,3983.4,5307.6,6327.4,7016.5,7160.2,6820,,,,,,,,,,
Y21988,660,690,650,590,650,640,600,560,820,1000,1080,1270,2420,2310,3070,3110,3350,3390,3410,,,,,,
Y21989,310,440,490,640,640,680,700,740,840,1740,1240,940,1100,1160,1460,1900,1980,2180,2860,,,,,,
Y21990,3065.4,3072.9,3291.9,3783,4067,4866.4,5317.4,6083.3,6136.9,6696.7,7568.2,7074.8,7046.3,7436,7769.6,,,,,,,,,,
Y21991,4129.2,4241.3,4533.9,4639,4740.7,4480.5,5213.4,5484.2,5418.9,5325.8,5472,5976.7,5827,6297.3,6596.6,,,,,,,,,,
Y21992,2019,2482,2747,2824.5,3061.7,3590.4,4488,4401.7,4200.9,4198.1,4873.1,5541.9,5651.1,6313.5,5670.9,,,,,,,,,,
Y21993,2730.7,3260.3,3526.5,3803.7,4209.7,4367,4660.8,5096.7,5135.8,4908,4892.7,5718.7,6506.3,7058.8,7157.6,,,,,,,,,,
Y21994,5254.3,5657.1,6215.9,6496.4,6451.5,6494.4,6550.5,6680.6,6772.6,6568.8,6387,6537.1,6470.7,6462.6,6488,,,,,,,,,,
Y21995,4173.5,4548,4790.7,4980.4,5128.3,5157.8,5238.8,5565,5731.7,5849.2,6053.4,6346.6,6608.8,6930.2,7107.1,,,,,,,,,,
Y21996,6913.3,7150.1,7071.1,7558.1,7304.3,7410,7500.3,7947.6,8374.9,8343.9,8166.7,8504.2,8333.1,7788.5,7729.6,,,,,,,,,,
Y21997,7269.2,8815.5,9216.7,11211.2,10285.8,9367.1,9175.5,9657.2,8513.7,8729.3,8234.6,8546.4,8945.7,8831.8,8569.1,,,,,,,,,,
Y21998,3371.2,5116.1,5520.3,5691.1,5485.4,5526.3,5168.1,5759,5585.6,5823.9,6542,5767.9,6092.1,5333.7,5716.8,,,,,,,,,,
Y21999,8332.7,8656.9,9016.4,8643.1,8560.8,8957.6,8618.8,9366.6,9547.2,10264.8,10146.4,10971.1,10660.2,10101.8,9915.6,,,,,,,,,,
Y22000,2800.7,3323.8,3678.1,3979.6,4119.1,3717.9,4101.2,4450.3,4741.4,4983,5110.8,5360.2,5722.2,6118.2,6555.3,,,,,,,,,,
Y22001,3148.9,3462.9,3773.8,3905.4,4152.3,3938.3,3782.1,3940.7,4121.8,4086.9,4716.9,5498.6,5976.9,6701,6943.1,,,,,,,,,,
Y22002,360,380,420,540,600,770,990,1190,1360,1870,2000,2070,2080,2430,2670,2930,3270,3490,2370,,,,,,
Y22003,2600,2700,2900,3200,3900,4300,4900,5300,5800,6100,5400,5300,6100,6100,5500,5100,5100,5200,5400,,,,,,
Y22004,837,888,913,888,1093,1150,1320,1519,1632,1881,1918,1989,2072,2204,2152,2256,2340,2481,2698,,,,,,
Y22005,554,600,641,630,673,747,832,921,1017,1091,1222,1319,1408,1566,1688,1794,1982,2248,2513,,,,,,
Y22006,310,330,350,360,370,430,480,550,620,690,710,690,660,670,680,700,760,820,870,,,,,,
Y22007,750,850,920,1000,1040,1180,1350,1540,1800,2070,2360,2610,2820,3230,3390,3980,4450,4810,5350,,,,,,
Y22008,1300,1400,1500,1200,1300,1500,1800,2200,2500,2800,2700,2500,2200,1900,1700,1800,2200,2600,2700,,,,,,
Y22009,860,940,990,1070,1150,1210,1250,1370,1490,1570,1620,1850,2230,2200,2240,2260,2630,2830,3160,,,,,,
Y22010,226,232,241,259,267,271,301,343,409,483,526,545,550,615,649,703,791,864,766,,,,,,
Y22011,430,450,480,560,610,750,910,1080,1490,1970,2250,2420,2500,2950,3320,3800,4590,5180,3790,,,,,,
Y22012,881,945,1046,1138,1287,1489,1768,2154,2431,2836,3435,3567,3666,4334,4558,4723,5303,5706,6624,,,,,,
Y22013,210,150,200,210,200,200,220,240,280,360,410,490,600,1190,960,1000,1100,1270,1400,,,,,,
Y22014,1290,1300,1350,1460,1470,1510,1670,1860,2080,2380,2490,2470,2610,2990,3100,3200,3660,4140,3590,,,,,,
Y22015,142,149,150,147,187,201,230,261,300,345,389,421,450,486,516,531,565,614,685,,,,,,
Y22016,109,115,121,119,128,151,175,204,238,269,309,351,398,461,537,585,681,796,918,,,,,,
Y22017,560,600,620,600,750,800,900,1000,1180,1350,1520,1640,1780,1920,2040,2090,2280,2320,2510,,,,,,
Y22018,370,390,420,410,430,490,550,630,760,870,1010,1170,1340,1560,1840,2020,2440,2700,2970,,,,,,
Y22019,2420,2500,2600,2750,2760,2710,2970,3240,3620,4170,4380,4440,4340,4870,5230,5330,5580,5610,5440,,,,,,
Y22020,320,340,380,450,470,550,650,750,870,1250,1370,1500,1440,1770,2150,2320,2560,2730,2020,,,,,,
Y22021,1500,1400,1500,1600,1700,2000,1800,1800,1800,1900,2300,2400,2500,2900,3000,3200,3800,4900,5800,,,,,,
Y22022,2200,2300,2400,2600,2600,2500,2700,3100,3500,4000,4200,4100,3700,4100,4000,4400,4700,5100,4700,,,,,,
Y22023,780,840,940,1020,1200,1400,1620,1890,2240,2470,2990,2640,2820,3870,3580,3550,4070,4620,5200,,,,,,
Y22024,343,380,410,449,505,601,710,849,985,1124,1322,1402,1537,1807,2128,2166,2572,2883,3273,,,,,,
Y22025,243,250,259,278,291,301,335,374,433,491,526,550,572,639,677,747,693,760,656,,,,,,
Y22026,390,420,470,590,650,810,990,1190,1580,1920,2150,2400,2490,2980,3320,3750,3950,4470,3120,,,,,,
Y22027,351,373,390,383,476,518,589,638,733,790,833,883,931,991,1092,1122,855,880,1017,,,,,,
Y22028,1862,2074,2282,2363,2530,2922,3293,3603,4072,4533,4921,5635,6275,6616,8627,8853,6053,6628,7525,,,,,,
Y22029,447,487,535,505,536,608,692,766,857,926,1043,1170,1281,1440,1584,1755,1777,1987,2218,,,,,,
Y22030,270,300,320,340,350,410,460,520,590,680,720,740,780,840,860,950,940,1070,1160,,,,,,
Y22031,380,400,430,460,460,550,630,720,830,960,1110,1300,1500,1780,2140,2480,2620,2980,3340,,,,,,
Y22032,480,550,630,500,540,610,730,810,920,1140,1130,1130,1060,1000,920,1050,1040,1210,1350,,,,,,
Y22033,1600,1620,1670,1740,1780,1730,1890,2080,2310,2520,2700,2810,2880,3150,3070,3080,3270,3410,3290,,,,,,
Y22034,574,597,629,662,745,847,940,1057,1157,1239,1438,1449,1775,2629,2433,2452,2769,2968,3195,,,,,,
Y22035,124,132,141,136,145,167,189,215,244,269,304,339,374,426,462,509,580,647,706,,,,,,
Y22036,3893.3,4140.8,3911.9,4100.4,3798.6,4111,5016,5520.2,5889.1,7204.8,7975.1,8393.2,8243.2,8630.6,8996.9,,,,,,,,,,
Y22037,5726.4,5679.4,5940.7,5457.5,5067,4360.9,5169.9,4923.8,5106.2,5382.3,6641.7,5924.2,7226.9,7242.8,7182,,,,,,,,,,
Y22038,5309.5,5646,7650.7,5988.8,9667,6056.7,3787.2,3367.7,6590.6,7346.3,7704.3,7868.2,7889.3,7781.7,9343.5,,,,,,,,,,
Y22039,4634.9,5084.3,5356.7,5951.8,6292.8,6296.7,6840.7,5966.5,5770.1,6098.1,7198.9,7395.8,7297.2,7633.8,8120.2,,,,,,,,,,
Y22040,5019.1,5047.1,5245,5376.1,5068.2,4789.6,5099.3,5443,5549.3,5981.5,6529.6,6964.7,7175,7343.2,7534.1,,,,,,,,,,
Y22041,4468.9,4732.4,4793.7,4838.1,4872.2,4861.9,4878.9,5101.8,5516,5851.3,6413.3,7150.3,7664.1,8007.3,7846.7,,,,,,,,,,
Y22042,7211.7,6814.4,6235.1,6007.6,5752.1,5666.2,5963.5,6139.9,6473.9,6677.9,6890.9,7620.4,7989.8,7963.8,7942.8,,,,,,,,,,
Y22043,4320.4,4918.5,4826.5,5069.1,5236.3,5207.5,5886.8,6340.3,7388,6525.8,7357.4,8258,8311.7,7879.1,7590.7,,,,,,,,,,
Y22044,4419.2,4990.5,5245.5,6522.8,5768.9,5797.4,5598.7,6145.3,5672,5690.1,6356.8,7167.5,7854.4,8016,7797.9,,,,,,,,,,
Y22045,3305.6,4235.7,3615.2,3889.4,3865.3,3754.9,3762.1,3554.5,3864,4361.8,8912.3,10776.6,13241.4,11458.4,9783.6,,,,,,,,,,
Y22046,4580.2,4962.8,5341.8,5035.7,4961.4,4914,4697.1,4879,5096.4,5595.4,5931.4,7029.8,7616,7790.2,8017.6,,,,,,,,,,
Y22047,2898.7,3615.8,4552.6,4764.4,4704,4376.7,4807.4,4985.6,5210.8,5608,5943,6230.8,6846.9,7477.2,7966.1,,,,,,,,,,
Y22048,2660,2743.7,2970.6,3158.9,3544,2699.4,2625.3,2767.9,3425.4,3772.4,5396.1,6355.7,6775.9,6737.6,6478.7,,,,,,,,,,
Y22049,220.6,241.6,261.5,280.5,315.9,350.8,384.3,428,466.4,494.9,535.2,550.7,611.8,738.8,756.4,769.1,861.1,948.1,1063.4,,,,,,
Y22050,210,150,200,200,200,200,210,240,270,340,390,480,580,1160,930,950,1060,1220,1340,,,,,,
Y22051,1573.45,1520.29,1512.37,1380.81,1245.77,1181.5,1203.1,1370.72,1373.5,1447.4,1335.11,1445.51,1362.41,1043.41,1013.04,,,,,,,,,,
Y22052,210,240,270,300,350,400,450,570,680,800,1160,1340,1450,1660,1740,1760,1750,2000,2250,,,,,,
Y22053,586,614,648,686,769,875,969,1087,1193,1321,1501,1491,1827,2714,2529,2585,2912,3125,3386,,,,,,
Y22054,333,365,393,426,482,575,681,816,943,1027,1244,1346,1475,1725,2013,2000,2386,2668,2989,,,,,,
Y22055,7390.5,7823.4,8724,9136.9,8855,8514.3,8211.5,7044,7078.8,6798.6,6848.4,7123.2,6747.8,6580,6654.4,,,,,,,,,,
Y22056,4360.6,4633.6,5076,5140.3,5179.2,5357.3,5600.5,5637.7,5782.7,5875.5,6075.9,6401,6603.9,6983.8,7210.6,,,,,,,,,,
Y22057,293,334,353,347,376,417,424,478,524,580,668,648,792,1132,1065,1073,1214,1291,1410,,,,,,
Y22058,270,300,350,390,430,460,510,560,660,720,840,860,950,960,830,890,1020,1050,1040,,,,,,
Y22059,240,250,260,270,280,270,290,330,380,430,460,450,430,470,480,510,550,590,560,,,,,,
Y22060,340,370,380,370,480,540,620,690,810,940,1010,1060,1070,1120,1200,1240,1300,1390,1590,,,,,,
Y22061,810,880,990,1080,1280,1490,1710,1990,2360,2780,3230,2790,2970,4100,3850,3920,4480,5080,5770,,,,,,
Y22062,170,190,200,210,230,280,310,360,420,500,580,650,760,830,910,980,1090,1210,1330,,,,,,
Y22063,32,47,54,68,67,77,83,90,105,234,172,130,146,171,282,406,452,503,652,,,,,,
Y22064,270,270,270,300,320,330,370,400,460,520,570,590,620,720,750,800,910,970,890,,,,,,
Y22065,250,250,260,260,330,360,400,430,480,530,570,610,650,720,860,850,900,870,990,,,,,,
Y22066,172,173,189,226,279,345,360,352,352,364,392,436,478,552,752,771,918,936,992,,,,,,
Y22067,410,430,470,500,550,650,720,790,880,980,1130,1330,1560,1850,2090,2390,2780,2930,3280,,,,,,
Y22068,400,570,650,850,870,940,980,1060,1230,2680,1990,1380,1540,2060,2520,3460,3690,4000,4890,,,,,,
Y22069,3446.9,3660.3,3958.2,4619.1,4548,4794.2,5265.7,5678.4,6250.7,7608.4,8194.1,8522.6,8918.9,9655.7,9522.7,,,,,,,,,,
Y22070,3972.2,4505.8,4930.7,4822.6,4868.3,5016.3,5496.6,5715.8,5815.3,5767.1,6233.2,6350,6790.4,7241,7215.5,,,,,,,,,,
Y22071,2954.5,3377.9,3566.1,3460.4,3428.7,3642.3,4165.5,4123.9,3812.7,3888,4546.2,5308,5795.2,6332,6190.8,,,,,,,,,,
Y22072,3466.5,3981.1,4268.5,4425.1,4676.1,4860.7,5510.3,6303,6947,7494.5,7349,7670.8,8127.3,8614.8,8339.1,,,,,,,,,,
Y22073,3845.2,4422.2,4737.2,5386.3,5866.5,5731.5,6189.7,6034.7,6118.3,6127.3,6586.1,6798.3,7010.2,7434.1,7627.4,,,,,,,,,,
Y22074,4529.8,4974.1,5203.1,5363.7,5491.4,5509.1,5716.2,6129,6392.1,6602.5,7074.5,7482.7,7901.1,8423.8,8387.6,,,,,,,,,,
Y22075,5069.2,5789.4,6118.9,6428.7,6493.4,6259.5,6871.2,7340,7921.1,7869.6,7875.9,8346.3,8497.5,8961.9,8786.7,,,,,,,,,,
Y22076,6284.1,7240,8346.3,9863.4,9264.7,8428,8695.5,10080.4,9299.2,9067.4,8893.3,9626.2,10566.6,10557,9988.1,,,,,,,,,,
Y22077,3701.2,5105.7,5003.4,5509.8,5979.1,6417.8,6503.6,6563.3,7089,7115,8016.8,7488.3,8351.8,7911.5,7288.9,,,,,,,,,,
Y22078,5818.3,6045.7,6525.2,6545.3,6571.7,6845.7,6733.7,7303.1,7747.5,8459.6,8724.1,9884.9,9875.6,10671.4,10477.3,,,,,,,,,,
Y22079,2966.2,3557.6,4029.4,4294.4,4459.4,4253.7,4655.5,5112.6,5460.3,5940.9,6361.5,6523.3,6973.6,7604.8,8149.2,,,,,,,,,,
Y22080,2681.8,2925.2,3156.2,3279.8,3381.6,3230.1,3536.8,3687.9,3932.2,4095,6210.4,7106,7972.7,8724.5,8620.5,,,,,,,,,,
Y22081,2180,2210,2190,2250,2420,2510,2770,3090,3500,3800,3890,3790,3890,4150,4210,4360,4540,4680,4130,,,,,,
Y22082,2100,2200,2400,2700,3300,3600,4100,4500,4800,5000,4400,4200,4900,4900,4300,3900,4000,4100,4200,,,,,,
Y22083,552,588,602,586,710,749,862,1013,1054,1227,1240,1286,1348,1405,1314,1381,1453,1523,1659,,,,,,
Y22084,2084,2219,2364,2502,2775,3016,3235,3578,3797,3846,3992,4514,5165,4952,5147,5227,5620,5987,6481,,,,,,
Y22085,354,388,409,399,425,466,517,563,612,650,723,769,814,901,976,1024,1117,1239,1363,,,,,,
Y22086,410,480,520,570,610,680,790,880,1030,1170,1330,1440,1550,1760,1960,2160,2420,2650,2970,,,,,,
Y22087,4138.6,4101.2,4116.7,4471.4,4524.9,5262.5,5745.7,6626.3,6026.1,6797.2,6643.1,6764.5,7355.9,8036.6,8543.1,,,,,,,,,,
Y22088,5380.9,5305,5343.1,5728.2,5958.1,4838.6,5891.4,6259.4,6167.3,6490.7,6675.3,6873.5,7026.5,7154.2,7727.4,,,,,,,,,,
Y22089,1563.4,1697.1,1638.9,1526.9,1363.1,1399.4,1659.3,1575.9,2178.2,2176.9,3107.3,5367.5,6082.8,6784.7,6377,,,,,,,,,,
Y22090,3975.4,5291.3,5228.7,5490.7,5543.6,6305,6470,6582.4,6975.6,6762.2,6832.6,7337.7,8401.6,9622.6,8611,,,,,,,,,,
Y22091,4311.2,4834.5,5439.2,5875.6,5983.6,5858.7,6063.3,5633.7,5543.2,5320.3,6171.6,6140,6405.9,6655.8,7060.6,,,,,,,,,,
Y22092,5535.8,5934.9,6498.6,6854.5,6869.8,6685.2,6627.5,6200.9,6263.7,6086.5,5992.8,6237.1,6124.9,6151.1,6304.9,,,,,,,,,,
Y22093,5146.4,5403.1,5518.4,5613,5482.5,5327,5336.1,5480.7,5552.1,5607.8,5704.5,5724.3,5932.1,6234.8,6444.1,,,,,,,,,,
Y22094,9167.7,9138.8,8652.3,8768.6,7689.4,7392.4,7019.9,7067.8,7264.5,7200.2,7180,7834.2,7880.4,7944.1,8078,,,,,,,,,,
Y22095,5923.4,6314.8,6680.4,6976.1,6813,6294.8,6976.8,7295.8,7750,7372.9,7010.4,7359.8,7352.5,7856,8036.7,,,,,,,,,,
Y22096,5659.4,6155.6,6482,7767.1,6897.6,6462.3,6253.2,6053.1,5327.1,5654.1,5510.2,7315.3,8594.6,7921.2,8954.4,,,,,,,,,,
Y22097,3626.7,5298.8,4048,5152.4,4598.1,4363,4299,3159.7,3870.2,3128.7,6195.3,8595.6,10704.2,10616.1,10529.3,,,,,,,,,,
Y22098,8347.9,8314.9,8444.1,7793.3,7192.6,6930.4,6630.5,7069.5,7192.8,7770.5,7644.4,8580.6,8350.5,8411.1,8275.7,,,,,,,,,,
Y22099,6131.5,6705.3,7581.2,8375.8,8441.4,7883,7991.7,8157.8,8242.7,8121,8653.8,6276,6703.1,6710.6,7258.8,,,,,,,,,,
Y22100,260,290,340,370,410,440,490,540,640,660,800,830,910,930,790,840,960,990,960,,,,,,
Y22101,168,168,184,217,270,334,349,341,341,340,375,423,464,533,721,726,867,880,921,,,,,,
Y22102,310,290,280,300,330,380,450,530,550,620,810,670,860,1370,1230,1250,1380,1510,1640,,,,,,
Y22103,1297.33,1363.67,1380.33,1251.43,1137.71,1031.64,949.1,1022.82,1033.97,1098.36,1051.48,1141.52,1067.63,1021.24,965.41,,,,,,,,,,
Y22104,1800,1800,1900,1900,1900,1800,1900,2100,2400,2700,2700,2800,2800,3000,2900,3000,3000,3100,3200,,,,,,
Y22105,2300,2400,2400,2400,3000,3000,3500,3700,4300,4700,5100,5500,6000,6100,6200,6500,7100,7600,8400,,,,,,
Y22106,960,1060,1070,1160,1370,1590,1780,1980,2090,2180,2570,2620,3400,4910,4900,4980,5770,6380,7270,,,,,,
Y22107,210,220,230,230,240,270,310,360,420,480,530,580,630,710,710,810,930,1040,1100,,,,,,
Y22108,180,200,220,210,270,310,350,380,450,520,600,650,680,740,770,810,870,950,1050,,,,,,
Y22109,220,250,280,320,370,420,470,600,720,910,1270,1410,1530,1770,1880,1950,1960,2240,2560,,,,,,
Y22110,120,140,150,160,180,210,240,280,330,380,460,520,560,640,710,780,840,950,1040,,,,,,
Y22111,4156.7,4168.5,4424.8,4889,5286.8,6312.3,6462,7413.3,6695.7,7031.4,9280.7,8759.5,8861.1,9388.6,9512.3,,,,,,,,,,
Y22112,5144.8,5175.6,5398.8,5291.6,5122.3,4941.4,5703.9,5982,5942.2,5922.4,6315.2,6657.8,6656.5,6949.5,7367.8,,,,,,,,,,
Y22113,2892.4,3123.7,3625.4,3440,3392.7,3691.5,4846.1,4865.8,5053.1,4643.3,5406.4,6098.5,6789.5,7183.3,7031.5,,,,,,,,,,
Y22114,3586,4761.3,5000.8,5191.9,5012.9,5007.2,5347.8,6053.9,6328.8,6071.1,6321.9,6812,7154.7,7894.7,7654,,,,,,,,,,
Y22115,7246.9,7562.8,8139.9,8300.5,8036.1,7806.7,7835.3,7491.1,7434.8,7319.5,7358.5,7736,7628.6,7640,7777.1,,,,,,,,,,
Y22116,5430.1,5725.3,5944.7,6160.4,6208.4,6134.4,6299.6,6646.7,6819.8,6969.6,7259.7,7491.4,7757.1,7875.1,7914.5,,,,,,,,,,
Y22117,8727.9,8930.4,8728.7,9129.6,8771.9,8487.9,8535.1,8997.8,9582.6,9740.6,9887.5,10331.3,10139,9154.4,8779.9,,,,,,,,,,
Y22118,5624.2,6259.2,6578.3,6784.3,6712.3,6384.8,6984.5,7504.1,7931.3,7707.3,7528.7,8035.3,7812,8082.2,7800.9,,,,,,,,,,
Y22119,7715.2,8766.4,9186.2,11063,9906.4,8662.1,9304.2,9816,8226.4,8793.6,8857.9,9461.1,10020.2,10259.4,9388.5,,,,,,,,,,
Y22120,6188.9,7671,7018.7,8842.1,8370.6,8832.8,8975.2,9105.2,9015.3,8745.9,10196.1,11440.2,12978.6,11833.1,11816,,,,,,,,,,
Y22121,9519.3,9562.9,10046.5,9528.5,9014.9,8929.7,8858.1,9719.3,10000.2,10650.8,10277.6,11115.4,10731.2,10111.6,10022.9,,,,,,,,,,
Y22122,3704.6,4335.4,4711.1,5011.5,5238.8,4816.1,5346.3,5779.2,5997.1,6268.8,6358.3,6473.3,6923.1,7411,7721.9,,,,,,,,,,
Y22123,3886.9,4052.5,4320,4505.2,4461.2,4050.8,4001.3,4193.1,4339.4,4559.8,5985.8,6363.3,7309.2,7546.3,7528.7,,,,,,,,,,
Y22124,1800,1900,1900,1600,1700,1700,1500,1600,2600,2500,2800,2800,3500,3800,4600,5000,5300,5800,7100,,,,,,
Y22125,1500,1600,1700,1700,2100,2400,2800,3000,3600,4200,4600,5000,5300,5700,5900,6200,6800,7300,7700,,,,,,
Y22126,290,280,260,280,310,350,430,510,510,540,750,630,820,1280,1140,1120,1240,1350,1450,,,,,,
Y22127,1740,1790,1880,2120,2150,2180,2510,2930,3320,4010,4330,4430,4080,4660,4630,5080,5910,6620,5450,,,,,,
Y22128,375,403,424,413,527,582,668,746,875,1024,1143,1227,1303,1412,1490,1567,1667,1737,1956,,,,,,
Y22129,852,905,999,1076,1223,1418,1688,2061,2319,2568,3213,3415,3502,4114,4284,4338,4881,5229,6012,,,,,,
Y22130,297,320,354,355,385,453,507,581,684,779,919,1031,1128,1267,1409,1540,1755,1926,2155,,,,,,
Y22131,250,270,290,310,330,390,450,520,640,750,790,800,820,870,900,970,1080,1160,1270,,,,,,
Y22132,350,370,390,430,440,510,590,690,820,990,1160,1360,1500,1790,2170,2470,2810,2960,3350,,,,,,
Y22133,117,122,127,135,149,167,198,237,282,342,437,439,485,643,743,757,920,992,1055,,,,,,
Y22134,4553.5,4768.9,4719.5,4862.6,5153,6166.6,6797.2,7757.7,7007,7194.9,9559.6,9372.1,9342.9,9259.8,7271.3,,,,,,,,,,
Y22135,3919,4139.4,4778.9,5161.5,5172.6,5236.5,5607.3,5702.1,5363.2,5089.3,5579.5,5567.3,5729.4,6059,6789.5,,,,,,,,,,
Y22136,2319.1,2509.1,2664.7,2592.5,2406.2,2363.8,2897.9,2712.1,2891.6,2800.4,3349,6236.6,6975.7,7901.1,7482.9,,,,,,,,,,
Y22137,2593.7,2946.3,3034,3131.1,3288.7,3242.4,3373.4,3219.9,3476.6,3420.2,3534.9,3902.2,4284.8,4931.6,5217.9,,,,,,,,,,
Y22138,5810.5,6632.5,7221.6,9292.5,9205.7,8833.4,9691.2,8539.9,9490.8,8060.5,8154.7,9184.9,9225,9668.4,9281.8,,,,,,,,,,
Y22139,8777.7,9066.8,10028.1,10591.5,10312.6,10074.9,9806.1,8262.9,7936.1,7636.4,7837.2,7800.2,7428.5,7172,7289.6,,,,,,,,,,
Y22140,6750.1,7248.8,7407.6,7700.7,7985.8,7874.9,7935.5,8147.9,8002.4,7910.8,8049.9,8101.8,8093.4,8106.7,8248.3,,,,,,,,,,
Y22141,8728.4,9266.6,8981.7,9523.1,9329.5,9664.3,9618.6,9926.8,10607.6,10673.7,11119.4,11118.6,10585.5,8517.8,8586.8,,,,,,,,,,
